Quantity,UnitPrice,total_amount
120,0.42,50.4
1,3.36,3.36
96,1.25,120.0
1,8.47,8.47
4,3.75,15.0
1,2.95,2.95
1,4.21,4.21
-1,3.75,-3.75
-1,3.75,-3.75
10,1.65,16.5
23,8.47,194.81
1,14.95,14.95
24,0.65,15.600000000000001
12,0.65,7.800000000000001
2,4.25,8.5
12,1.25,15.0
6,2.95,17.700000000000003
2,4.25,8.5
12,2.95,35.400000000000006
2,2.95,5.9
18,12.72,228.96
1,4.21,4.21
1,1.95,1.95
2,2.95,5.9
1,1.25,1.25
2,6.75,13.5
4,1.45,5.8
12,1.95,23.4
12,1.25,15.0
2,1.45,2.9
12,0.85,10.2
1,0.85,0.85
1,3.95,3.95
12,0.42,5.04
1,0.85,0.85
1,2.51,2.51
1,16.95,16.95
3,7.95,23.85
2,1.66,3.32
4,3.36,13.44
6,2.51,15.059999999999999
5,1.95,9.75
-1,10.95,-10.95
1,1.66,1.66
2,7.95,15.9
60,0.85,51.0
1,0.85,0.85
2,3.36,6.72
1,3.36,3.36
1,3.75,3.75
1,0.85,0.85
12,0.42,5.04
1,2.1,2.1
2,4.21,8.42
1,11.02,11.02
2,9.95,19.9
2,7.95,15.9
6,4.25,25.5
1,1.66,1.66
2,0.85,1.7
2,2.51,5.02
3,2.55,7.6499999999999995
4,6.75,27.0
1,1.66,1.66
1,4.21,4.21
1,1.66,1.66
3,4.95,14.850000000000001
1,0.55,0.55
1,5.91,5.91
1,4.21,4.21
12,0.55,6.6000000000000005
2,5.91,11.82
2,3.36,6.72
1,1.25,1.25
24,0.42,10.08
1,2.51,2.51
1,0.85,0.85
6,2.95,17.700000000000003
3,4.21,12.629999999999999
12,0.85,10.2
4,4.25,17.0
24,0.42,10.08
12,1.25,15.0
1,5.95,5.95
3,3.36,10.08
20,1.65,33.0
25,0.42,10.5
-20,0.42,-8.4
4,0.85,3.4
24,0.85,20.4
6,2.95,17.700000000000003
3,2.95,8.850000000000001
2,3.81,7.62
-1,8.5,-8.5
12,0.85,10.2
3,13.57,40.71
-6,4.95,-29.700000000000003
6,2.95,17.700000000000003
1,3.36,3.36
72,1.06,76.32000000000001
1,8.47,8.47
12,1.25,15.0
1,7.62,7.62
1,7.95,7.95
2,2.55,5.1
2,2.51,5.02
36,1.65,59.4
-12,1.65,-19.799999999999997
24,0.19,4.5600000000000005
1,2.51,2.51
1,4.21,4.21
2,5.95,11.9
24,0.85,20.4
8,1.45,11.6
1,2.1,2.1
1,5.95,5.95
6,2.55,15.299999999999999
8,3.36,26.88
3,8.47,25.410000000000004
2,1.25,2.5
12,0.42,5.04
2,1.45,2.9
12,3.95,47.400000000000006
5,2.1,10.5
3,5.91,17.73
2,1.95,3.9
1,4.25,4.25
1,1.65,1.65
1,8.47,8.47
1,5.06,5.06
1,5.91,5.91
6,2.55,15.299999999999999
60,1.45,87.0
3,0.65,1.9500000000000002
1,1.66,1.66
1,2.95,2.95
16,0.65,10.4
6,0.85,5.1
6,4.21,25.259999999999998
12,1.95,23.4
2,8.5,17.0
24,1.25,30.0
288,0.21,60.48
2,25.49,50.98
5,0.85,4.25
10,0.85,8.5
6,1.95,11.7
12,2.95,35.400000000000006
2,2.1,4.2
1,1.66,1.66
1,2.1,2.1
-30,0.0,-0.0
4,3.75,15.0
3,1.65,4.949999999999999
12,1.65,19.799999999999997
1,1.65,1.65
-1,0.72,-0.72
1,0.55,0.55
2,4.25,8.5
-16,0.75,-12.0
2,3.25,6.5
1,8.47,8.47
15,12.72,190.8
2,2.1,4.2
10,0.85,8.5
2,8.5,17.0
12,1.25,15.0
2,0.85,1.7
1,3.36,3.36
1,1.65,1.65
3,0.85,2.55
10,2.95,29.5
9,3.36,30.24
3,4.95,14.850000000000001
10,6.75,67.5
72,1.06,76.32000000000001
12,1.25,15.0
4,1.25,5.0
12,0.42,5.04
48,0.19,9.120000000000001
1,2.1,2.1
5,8.47,42.35
1,3.75,3.75
9,1.45,13.049999999999999
1,8.47,8.47
2,2.1,4.2
1,3.36,3.36
3,0.65,1.9500000000000002
25,0.42,10.5
12,2.1,25.200000000000003
3,0.85,2.55
-6,5.95,-35.7
2,2.95,5.9
1,3.36,3.36
1,4.21,4.21
378,3.21,1213.3799999999999
12,0.42,5.04
2,2.51,5.02
2,5.91,11.82
2,3.75,7.5
24,0.85,20.4
6,2.95,17.700000000000003
1,4.21,4.21
12,1.65,19.799999999999997
3,4.21,12.629999999999999
1,21.23,21.23
3,4.65,13.950000000000001
3,2.51,7.529999999999999
1,0.55,0.55
4,2.51,10.04
1,34.0,34.0
2,1.95,3.9
1,8.47,8.47
1,8.07,8.07
1,0.85,0.85
1,11.87,11.87
24,0.55,13.200000000000001
1,1.25,1.25
1,14.43,14.43
1,2.1,2.1
1,0.85,0.85
1,0.85,0.85
1,1.25,1.25
3,4.95,14.850000000000001
24,0.42,10.08
120,0.42,50.4
6,2.95,17.700000000000003
2,1.25,2.5
3,1.25,3.75
12,1.25,15.0
1,3.36,3.36
2,8.5,17.0
2,0.43,0.86
12,1.49,17.88
10,1.25,12.5
1,5.95,5.95
1,3.36,3.36
8,3.75,30.0
1,2.51,2.51
2,7.95,15.9
1,7.95,7.95
12,0.85,10.2
24,1.69,40.56
6,2.95,17.700000000000003
1,2.11,2.11
10,1.95,19.5
3,13.57,40.71
1,7.62,7.62
24,1.25,30.0
2,0.85,1.7
9,1.45,13.049999999999999
12,0.43,5.16
1,2.98,2.98
3,0.55,1.6500000000000001
1,11.02,11.02
1,3.75,3.75
12,0.85,10.2
1,7.62,7.62
1,7.62,7.62
3,1.25,3.75
6,4.95,29.700000000000003
6,2.95,17.700000000000003
1,7.95,7.95
25,0.42,10.5
1,1.25,1.25
1,2.95,2.95
1,6.77,6.77
1,2.95,2.95
1,8.47,8.47
1,7.62,7.62
8,2.95,23.6
1,11.87,11.87
2,7.95,15.9
1,5.06,5.06
12,1.25,15.0
2,2.1,4.2
48,0.65,31.200000000000003
1,0.85,0.85
7,0.85,5.95
2,5.91,11.82
2,3.75,7.5
4,1.25,5.0
48,0.29,13.919999999999998
4,5.95,23.8
4,1.45,5.8
3,3.36,10.08
6,0.65,3.9000000000000004
96,0.42,40.32
10,1.25,12.5
2,2.51,5.02
1,9.95,9.95
8,0.85,6.8
6,1.85,11.100000000000001
2,7.62,15.24
480,3.39,1627.2
1,12.75,12.75
12,1.69,20.28
2,1.66,3.32
1,25.49,25.49
6,2.55,15.299999999999999
2,3.95,7.9
12,1.25,15.0
12,1.25,15.0
12,1.45,17.4
2,2.51,5.02
8,1.95,15.6
1,121.06,121.06
1,0.85,0.85
48,1.06,50.88
1,3.36,3.36
1,5.95,5.95
4,1.45,5.8
4,4.21,16.84
1,4.25,4.25
2,4.21,8.42
4,25.49,101.96
2,2.95,5.9
1,8.47,8.47
-1,1.65,-1.65
3,8.47,25.410000000000004
10,1.65,16.5
12,0.42,5.04
1,4.21,4.21
3,2.98,8.94
24,0.85,20.4
24,0.85,20.4
36,4.25,153.0
1,4.25,4.25
96,0.29,27.839999999999996
20,0.85,17.0
2,2.55,5.1
1,3.36,3.36
1,1.25,1.25
12,1.25,15.0
13,1.66,21.58
12,0.42,5.04
1,5.95,5.95
4,4.95,19.8
2,0.42,0.84
5,3.36,16.8
7,0.85,5.95
24,1.45,34.8
40,1.95,78.0
1,0.85,0.85
1,2.98,2.98
1,1.25,1.25
6,1.66,9.959999999999999
50,2.95,147.5
5,4.21,21.05
48,1.25,60.0
3,8.47,25.410000000000004
9,2.51,22.589999999999996
36,0.85,30.599999999999998
7,4.21,29.47
2,2.95,5.9
6,4.95,29.700000000000003
25,0.42,10.5
25,0.42,10.5
1,2.51,2.51
2,0.65,1.3
2,3.75,7.5
4,3.75,15.0
2,4.21,8.42
1,0.81,0.81
10,6.75,67.5
12,0.42,5.04
3,5.95,17.85
1,4.21,4.21
4,6.35,25.4
1,7.95,7.95
2,2.95,5.9
1,5.91,5.91
5,1.25,6.25
1,4.21,4.21
1,3.75,3.75
1,4.95,4.95
36,1.45,52.199999999999996
32,8.5,272.0
12,2.95,35.400000000000006
7,3.36,23.52
1,2.1,2.1
4,14.95,59.8
2,2.51,5.02
1,0.43,0.43
3,1.95,5.85
3,2.95,8.850000000000001
3,3.36,10.08
2,2.95,5.9
8,2.95,23.6
1,14.43,14.43
10,0.85,8.5
3,16.13,48.39
2,3.75,7.5
1,5.06,5.06
2,5.06,10.12
2,0.85,1.7
1,1.25,1.25
1,1.25,1.25
2,8.5,17.0
13,3.75,48.75
24,0.29,6.959999999999999
7,3.36,23.52
-12,1.25,-15.0
2,16.98,33.96
48,3.45,165.60000000000002
1,1.25,1.25
3,4.95,14.850000000000001
3,2.11,6.33
1,9.95,9.95
1,2.51,2.51
24,1.25,30.0
1,4.95,4.95
1,2.51,2.51
4,2.51,10.04
6,4.95,29.700000000000003
1,2.95,2.95
1,5.91,5.91
1,1.66,1.66
1,8.47,8.47
2,0.42,0.84
6,8.5,51.0
2,1.66,3.32
64,1.65,105.6
2,9.95,19.9
12,1.25,15.0
12,6.35,76.19999999999999
1,2.51,2.51
6,1.25,7.5
1,1.66,1.66
2,1.69,3.38
6,2.55,15.299999999999999
6,2.95,17.700000000000003
24,1.25,30.0
13,0.43,5.59
1,14.43,14.43
3,3.36,10.08
1,0.85,0.85
1,12.75,12.75
6,3.75,22.5
-12,1.25,-15.0
6,1.25,7.5
4,3.75,15.0
6,2.95,17.700000000000003
1,2.51,2.51
12,1.95,23.4
12,1.25,15.0
1,1.28,1.28
2,4.95,9.9
1,7.62,7.62
-4,9.95,-39.8
6,3.75,22.5
1,1.28,1.28
1,7.62,7.62
1,4.21,4.21
6,2.95,17.700000000000003
1,2.51,2.51
1,11.02,11.02
1,4.21,4.21
2,3.36,6.72
24,3.39,81.36
12,1.25,15.0
4,4.21,16.84
1,4.21,4.21
1,0.29,0.29
6,2.95,17.700000000000003
4,2.95,11.8
24,0.55,13.200000000000001
18,5.45,98.10000000000001
16,3.75,60.0
10,2.95,29.5
24,1.65,39.599999999999994
12,1.25,15.0
1,2.1,2.1
3,4.95,14.850000000000001
2,4.21,8.42
12,1.25,15.0
41,0.43,17.63
12,4.65,55.800000000000004
1,8.47,8.47
4,2.1,8.4
12,2.1,25.200000000000003
3,16.13,48.39
1,2.51,2.51
1,2.54,2.54
8,1.66,13.28
1,2.51,2.51
1,1.66,1.66
18,2.95,53.1
36,0.42,15.12
32,0.42,13.44
1,34.0,34.0
24,0.85,20.4
58,8.47,491.26000000000005
24,0.85,20.4
3,4.95,14.850000000000001
1,5.95,5.95
12,1.69,20.28
50,1.45,72.5
2,1.95,3.9
2,5.95,11.9
1,2.51,2.51
1,4.21,4.21
24,0.21,5.04
1,1.66,1.66
4,2.51,10.04
1,0.85,0.85
1,7.95,7.95
1,2.55,2.55
1,2.1,2.1
16,2.55,40.8
1,2.95,2.95
1,5.06,5.06
6,2.95,17.700000000000003
1,4.95,4.95
12,1.65,19.799999999999997
12,2.1,25.200000000000003
1,5.91,5.91
1,5.91,5.91
1,1.65,1.65
3,3.75,11.25
1,1.69,1.69
2,1.95,3.9
6,2.55,15.299999999999999
1,7.95,7.95
1,9.95,9.95
2,2.51,5.02
2,3.75,7.5
1,4.21,4.21
1,3.36,3.36
-13,0.0,-0.0
7,3.36,23.52
12,1.95,23.4
3,8.5,25.5
1,2.51,2.51
1,2.51,2.51
2,1.66,3.32
13,2.95,38.35
1,4.21,4.21
8,3.36,26.88
1,1.69,1.69
3,7.62,22.86
16,0.43,6.88
1,3.36,3.36
12,2.1,25.200000000000003
1,1.95,1.95
1,2.95,2.95
6,4.95,29.700000000000003
6,1.25,7.5
8,1.95,15.6
1,5.91,5.91
16,10.95,175.2
6,4.25,25.5
1,0.42,0.42
1,7.95,7.95
26,2.51,65.25999999999999
4,3.75,15.0
5,0.85,4.25
3,0.42,1.26
6,2.95,17.700000000000003
6,2.1,12.600000000000001
3,7.62,22.86
-4,5.95,-23.8
1,5.91,5.91
3,8.5,25.5
6,1.65,9.899999999999999
24,0.42,10.08
12,0.42,5.04
1,2.1,2.1
3,1.66,4.9799999999999995
10,1.25,12.5
1,5.91,5.91
2,0.85,1.7
6,3.75,22.5
20,1.95,39.0
1,2.51,2.51
1,1.65,1.65
2,7.95,15.9
12,1.65,19.799999999999997
1,12.75,12.75
1,2.25,2.25
1,4.95,4.95
6,1.25,7.5
2,0.85,1.7
2,1.66,3.32
2,7.65,15.3
8,3.95,31.6
1,1.25,1.25
12,1.65,19.799999999999997
1,3.75,3.75
1,4.21,4.21
3,1.66,4.9799999999999995
1,20.38,20.38
1,0.55,0.55
3,2.1,6.300000000000001
4,3.75,15.0
1,6.75,6.75
1,21.23,21.23
2,9.95,19.9
6,4.95,29.700000000000003
5,1.65,8.25
5,0.42,2.1
1,3.36,3.36
1,4.24,4.24
1,5.91,5.91
12,1.69,20.28
1,11.02,11.02
1,2.55,2.55
12,1.95,23.4
1,1.25,1.25
12,2.1,25.200000000000003
12,1.25,15.0
12,1.65,19.799999999999997
2,0.85,1.7
2,2.51,5.02
2,8.47,16.94
192,1.85,355.20000000000005
2,5.91,11.82
24,0.55,13.200000000000001
6,5.95,35.7
1,5.91,5.91
1,8.5,8.5
-1,3.75,-3.75
20,1.95,39.0
1,5.91,5.91
2,8.5,17.0
1,2.55,2.55
96,1.85,177.60000000000002
2,1.45,2.9
3,3.75,11.25
6,2.1,12.600000000000001
6,2.55,15.299999999999999
2,2.55,5.1
1,1.25,1.25
8,1.95,15.6
4,1.65,6.6
2,9.95,19.9
1,2.51,2.51
2,1.25,2.5
1,0.85,0.85
24,0.85,20.4
4,4.65,18.6
4,4.21,16.84
10,1.25,12.5
1,4.21,4.21
12,0.85,10.2
12,1.65,19.799999999999997
1,2.95,2.95
1,4.95,4.95
10,0.85,8.5
1,4.21,4.21
8,3.75,30.0
24,1.25,30.0
1,10.17,10.17
1,4.21,4.21
1,3.36,3.36
1,2.1,2.1
3,0.85,2.55
24,1.95,46.8
1,3.36,3.36
1,2.51,2.51
1,5.91,5.91
1,1.66,1.66
-1,2.55,-2.55
1,2.95,2.95
1,4.21,4.21
2,7.95,15.9
1,8.47,8.47
2,1.65,3.3
2,25.49,50.98
32,2.13,68.16
1,2.1,2.1
16,3.75,60.0
6,2.1,12.600000000000001
5,0.85,4.25
20,0.42,8.4
12,1.25,15.0
1,1.95,1.95
3,1.25,3.75
12,0.85,10.2
8,1.65,13.2
1,11.02,11.02
1,2.1,2.1
1,5.91,5.91
12,0.42,5.04
1,2.1,2.1
6,3.39,20.34
2,4.25,8.5
24,1.45,34.8
11,0.81,8.91
3,18.0,54.0
1,4.21,4.21
-2,2.95,-5.9
36,1.25,45.0
2,3.36,6.72
12,1.65,19.799999999999997
48,0.29,13.919999999999998
8,1.66,13.28
1,3.36,3.36
2400,0.94,2256.0
1,25.49,25.49
2,8.47,16.94
6,4.25,25.5
1,1.25,1.25
2,9.95,19.9
3,4.95,14.850000000000001
2,9.95,19.9
2,1.66,3.32
9,8.47,76.23
-1,1.45,-1.45
1,8.47,8.47
24,0.65,15.600000000000001
12,2.1,25.200000000000003
1,1.25,1.25
1,4.95,4.95
1,2.55,2.55
2,0.85,1.7
2,5.91,11.82
6,1.25,7.5
4,2.95,11.8
1,16.95,16.95
48,2.55,122.39999999999999
2,1.25,2.5
6,4.95,29.700000000000003
1,12.75,12.75
1,1.66,1.66
48,1.25,60.0
8,2.95,23.6
1,0.85,0.85
24,0.42,10.08
1,4.25,4.25
3,1.65,4.949999999999999
1,3.36,3.36
1,0.85,0.85
24,0.29,6.959999999999999
8,1.95,15.6
2,1.45,2.9
1,3.75,3.75
10,0.85,8.5
2,1.95,3.9
13,2.51,32.629999999999995
12,1.45,17.4
2,0.85,1.7
48,0.72,34.56
1,3.75,3.75
1,7.95,7.95
10,1.65,16.5
10,0.85,8.5
2,2.95,5.9
3,1.66,4.9799999999999995
8,1.25,10.0
2,7.62,15.24
3,2.95,8.850000000000001
3,25.49,76.47
24,0.42,10.08
1,3.75,3.75
6,1.66,9.959999999999999
24,0.42,10.08
2,1.66,3.32
1,7.62,7.62
6,2.55,15.299999999999999
1,1.69,1.69
25,0.42,10.5
1,11.02,11.02
1,4.25,4.25
1,9.95,9.95
12,1.25,15.0
1,3.36,3.36
1,1.66,1.66
1,2.1,2.1
1,2.1,2.1
6,5.95,35.7
2,3.75,7.5
12,0.85,10.2
1,21.23,21.23
24,0.29,6.959999999999999
3,1.95,5.85
3,2.95,8.850000000000001
6,0.43,2.58
3,5.95,17.85
12,2.55,30.599999999999998
1,5.06,5.06
3,0.55,1.6500000000000001
5,5.91,29.55
5,3.75,18.75
3,2.1,6.300000000000001
1,16.98,16.98
2,8.5,17.0
1,5.91,5.91
1,7.95,7.95
1,1.25,1.25
2,3.75,7.5
12,2.1,25.200000000000003
1,0.65,0.65
1,3.95,3.95
8,0.85,6.8
1,2.51,2.51
3,4.25,12.75
6,2.51,15.059999999999999
1,2.51,2.51
12,0.85,10.2
1,2.51,2.51
1,14.95,14.95
2,4.21,8.42
3,5.95,17.85
12,0.85,10.2
1,1.66,1.66
5,9.32,46.6
24,0.65,15.600000000000001
-3,2.95,-8.850000000000001
12,3.75,45.0
2,4.21,8.42
24,1.65,39.599999999999994
1,7.95,7.95
1,2.1,2.1
1,0.85,0.85
1,5.95,5.95
1,1.25,1.25
10,1.66,16.599999999999998
4,8.47,33.88
1,4.21,4.21
-12,2.55,-30.599999999999998
1,2.51,2.51
24,2.1,50.400000000000006
6,4.25,25.5
24,1.25,30.0
6,0.85,5.1
1,510.79,510.79
12,2.1,25.200000000000003
1,2.1,2.1
2,1.65,3.3
1,5.91,5.91
4,1.27,5.08
1,1.25,1.25
12,3.25,39.0
6,2.95,17.700000000000003
1,3.36,3.36
4,3.95,15.8
1,4.21,4.21
2,4.21,8.42
2,2.51,5.02
1,7.64,7.64
1,11.02,11.02
1,25.49,25.49
-2,7.95,-15.9
2,5.06,10.12
1,2.55,2.55
11,1.66,18.259999999999998
12,1.65,19.799999999999997
96,2.95,283.20000000000005
6,2.51,15.059999999999999
12,0.65,7.800000000000001
4,2.51,10.04
4,1.45,5.8
1,1.28,1.28
6,2.1,12.600000000000001
25,0.42,10.5
12,0.42,5.04
1,5.91,5.91
1,3.75,3.75
4,4.25,17.0
36,0.21,7.56
24,1.25,30.0
6,1.28,7.68
2,2.1,4.2
1,11.02,11.02
12,2.1,25.200000000000003
1,5.06,5.06
2,5.95,11.9
1,1.25,1.25
24,1.25,30.0
10,1.65,16.5
3,0.85,2.55
1,3.95,3.95
100,1.25,125.0
1,0.85,0.85
2,0.43,0.86
1,8.47,8.47
2,2.95,5.9
3,2.55,7.6499999999999995
14,0.85,11.9
1,2.95,2.95
1,14.95,14.95
1,11.02,11.02
2,1.25,2.5
1,7.95,7.95
1,3.75,3.75
1,11.02,11.02
72,1.25,90.0
3,3.35,10.05
12,2.95,35.400000000000006
1,2.95,2.95
2,2.55,5.1
1,1.66,1.66
1,21.23,21.23
32,4.25,136.0
2,5.95,11.9
1,4.21,4.21
2,2.55,5.1
1,1.95,1.95
1,3.25,3.25
2,0.43,0.86
12,1.25,15.0
10,1.65,16.5
120,1.85,222.0
8,0.85,6.8
6,3.25,19.5
4,4.25,17.0
1,1.25,1.25
2,9.95,19.9
12,1.25,15.0
8,0.43,3.44
1,3.36,3.36
2,4.95,9.9
4,5.06,20.24
12,1.25,15.0
1,3.75,3.75
1,8.5,8.5
1,6.95,6.95
96,1.06,101.76
1,4.25,4.25
36,2.1,75.60000000000001
1,1.65,1.65
1,8.47,8.47
12,2.1,25.200000000000003
1,5.91,5.91
6,12.75,76.5
3,4.95,14.850000000000001
1,1.95,1.95
1,1.66,1.66
4,3.45,13.8
1,14.43,14.43
3,2.95,8.850000000000001
2,1.66,3.32
12,0.85,10.2
3,12.75,38.25
24,0.42,10.08
1,0.85,0.85
6,2.95,17.700000000000003
2,8.95,17.9
2,0.85,1.7
5,2.95,14.75
-1,2.55,-2.55
75,9.32,699.0
1,1.66,1.66
4,4.21,16.84
1,8.47,8.47
12,1.45,17.4
6,2.95,17.700000000000003
3,4.95,14.850000000000001
6,2.95,17.700000000000003
1,2.1,2.1
6,2.95,17.700000000000003
1,3.36,3.36
1,3.25,3.25
34,4.25,144.5
6,1.65,9.899999999999999
3,5.95,17.85
1,1.95,1.95
4,2.95,11.8
1,5.91,5.91
4,5.95,23.8
6,2.55,15.299999999999999
3,1.66,4.9799999999999995
12,2.95,35.400000000000006
1,2.51,2.51
1,8.47,8.47
1,1.66,1.66
8,2.51,20.08
1,4.25,4.25
2,7.62,15.24
72,1.69,121.67999999999999
2,2.51,5.02
8,0.43,3.44
5,0.85,4.25
1,4.21,4.21
2,1.25,2.5
2,5.91,11.82
1,4.21,4.21
4,3.36,13.44
1,0.65,0.65
6,2.1,12.600000000000001
144,1.65,237.6
2,3.75,7.5
5,2.95,14.75
10,0.85,8.5
1,11.02,11.02
12,1.49,17.88
4,4.95,19.8
12,0.85,10.2
6,1.25,7.5
12,4.25,51.0
1,8.47,8.47
48,2.51,120.47999999999999
1,2.51,2.51
4,5.06,20.24
3,0.85,2.55
24,2.95,70.80000000000001
2,1.66,3.32
25,0.42,10.5
4,0.85,3.4
1,2.51,2.51
6,2.95,17.700000000000003
4,1.69,6.76
20,0.85,17.0
2,8.47,16.94
2,7.62,15.24
2,1.25,2.5
1,4.95,4.95
1,2.51,2.51
24,0.19,4.5600000000000005
1,9.95,9.95
1,4.21,4.21
1,5.91,5.91
-1,1.45,-1.45
-1,2.95,-2.95
1,7.95,7.95
1,7.62,7.62
12,1.65,19.799999999999997
4,7.95,31.8
12,0.42,5.04
2,9.95,19.9
12,1.69,20.28
1,2.95,2.95
1,0.85,0.85
3,4.25,12.75
3,0.85,2.55
6,5.06,30.36
2,3.75,7.5
3,1.25,3.75
4,4.65,18.6
2,0.95,1.9
6,1.95,11.7
1,1.65,1.65
1,1.25,1.25
2,9.95,19.9
2,1.65,3.3
8,3.75,30.0
1,7.95,7.95
1,7.62,7.62
1,0.42,0.42
12,0.42,5.04
12,2.1,25.200000000000003
100,1.45,145.0
2,1.45,2.9
1,2.51,2.51
1,8.47,8.47
4,3.35,13.4
2,4.25,8.5
1,5.91,5.91
6,1.25,7.5
9,5.95,53.550000000000004
10,1.95,19.5
3,4.95,14.850000000000001
1,2.1,2.1
24,1.25,30.0
4,1.95,7.8
6,5.95,35.7
23,1.66,38.18
1,0.85,0.85
20,1.95,39.0
5,3.25,16.25
8,1.25,10.0
1,9.34,9.34
20,0.42,8.4
6,2.95,17.700000000000003
1,3.75,3.75
-7,0.85,-5.95
1,2.51,2.51
3,1.65,4.949999999999999
1,12.75,12.75
16,10.95,175.2
12,1.25,15.0
12,1.45,17.4
3,1.66,4.9799999999999995
32,1.69,54.08
1,1.45,1.45
4,2.1,8.4
1,5.74,5.74
1,8.47,8.47
2,8.47,16.94
1,2.1,2.1
2,2.51,5.02
24,0.42,10.08
12,1.95,23.4
9,11.02,99.17999999999999
1,1.66,1.66
1,1.65,1.65
6,1.65,9.899999999999999
12,1.95,23.4
4,3.75,15.0
1,5.91,5.91
2,7.62,15.24
2,5.06,10.12
30,19.84,595.2
3,3.36,10.08
1,1.25,1.25
12,0.85,10.2
10,6.75,67.5
1,3.36,3.36
5,0.85,4.25
12,1.95,23.4
2,0.42,0.84
4,4.25,17.0
4,0.84,3.36
2,4.21,8.42
3,0.42,1.26
2,0.0,0.0
1,1.66,1.66
9,18.0,162.0
1,1.25,1.25
24,1.65,39.599999999999994
24,7.65,183.60000000000002
6,5.95,35.7
9,3.75,33.75
1,0.81,0.81
10,1.95,19.5
4,3.75,15.0
8,4.65,37.2
1,16.98,16.98
5,6.75,33.75
2,2.1,4.2
1,1.45,1.45
1,8.47,8.47
1,50.64,50.64
2,1.66,3.32
24,1.25,30.0
8,1.25,10.0
2,5.06,10.12
2,7.95,15.9
-6,5.95,-35.7
35,4.21,147.35
2,7.95,15.9
24,0.85,20.4
4,1.66,6.64
24,0.42,10.08
2,2.55,5.1
-1,12.75,-12.75
24,0.42,10.08
24,1.95,46.8
12,1.25,15.0
1,3.36,3.36
2,8.47,16.94
2,2.55,5.1
1,5.91,5.91
-11,2.55,-28.049999999999997
1,2.51,2.51
2,0.85,1.7
1,2.51,2.51
-3,2.95,-8.850000000000001
1,2.95,2.95
2,0.55,1.1
16,3.39,54.24
1,1.25,1.25
1,3.36,3.36
1,0.85,0.85
12,0.85,10.2
6,0.43,2.58
1,3.36,3.36
24,0.55,13.200000000000001
8,0.85,6.8
1,8.47,8.47
1,16.95,16.95
4,0.85,3.4
2,0.55,1.1
1,1.66,1.66
8,0.85,6.8
1,3.75,3.75
-9,1.25,-11.25
144,0.19,27.36
12,2.95,35.400000000000006
-12,2.55,-30.599999999999998
1,2.1,2.1
5,1.65,8.25
2,6.75,13.5
1,3.36,3.36
1,3.36,3.36
1,14.95,14.95
96,0.85,81.6
1,1.69,1.69
5,0.42,2.1
24,1.25,30.0
36,1.65,59.4
6,4.95,29.700000000000003
3,2.51,7.529999999999999
144,3.39,488.16
1,14.43,14.43
1,6.77,6.77
2,1.25,2.5
1,4.95,4.95
2,4.95,9.9
1,5.06,5.06
2,0.65,1.3
40,1.45,58.0
1,0.42,0.42
1,1.25,1.25
1,1.66,1.66
3,1.66,4.9799999999999995
6,0.85,5.1
1,4.21,4.21
1,2.51,2.51
1,1.28,1.28
5,1.65,8.25
1,0.85,0.85
5,2.1,10.5
1,2.95,2.95
1,6.75,6.75
36,0.21,7.56
18,5.45,98.10000000000001
1,5.91,5.91
9,1.25,11.25
2,0.0,0.0
1,5.45,5.45
1,14.95,14.95
2,25.49,50.98
18,2.95,53.1
15,2.95,44.25
1,0.0,0.0
1,14.95,14.95
2,2.51,5.02
20,1.95,39.0
1,189.57,189.57
100,1.65,165.0
1,0.85,0.85
12,0.85,10.2
1,2.51,2.51
2,12.72,25.44
12,1.25,15.0
3,2.95,8.850000000000001
1,11.02,11.02
2,2.1,4.2
1,2.98,2.98
1,9.95,9.95
1,1.25,1.25
5,0.85,4.25
1,0.85,0.85
3,1.66,4.9799999999999995
12,2.1,25.200000000000003
6,2.95,17.700000000000003
1,2.51,2.51
1,1.45,1.45
5,1.66,8.299999999999999
10,1.95,19.5
12,0.42,5.04
5,0.55,2.75
1,4.25,4.25
5,0.85,4.25
16,2.51,40.16
144,1.25,180.0
3,3.75,11.25
6,2.55,15.299999999999999
25,0.0,0.0
2,5.06,10.12
12,1.69,20.28
12,1.25,15.0
-2,7.95,-15.9
32,1.69,54.08
36,2.1,75.60000000000001
5,4.65,23.25
2,7.95,15.9
1,3.36,3.36
10,0.85,8.5
7,0.85,5.95
1,5.91,5.91
2,1.45,2.9
24,0.42,10.08
1,14.43,14.43
1,1.65,1.65
1,2.95,2.95
16,10.95,175.2
8,1.69,13.52
2,2.95,5.9
1,8.47,8.47
50,1.25,62.5
40,2.55,102.0
1,2.51,2.51
6,2.95,17.700000000000003
1,4.25,4.25
8,1.65,13.2
6,2.95,17.700000000000003
17,2.51,42.669999999999995
24,0.85,20.4
1,3.75,3.75
4,1.66,6.64
1,13.57,13.57
6,2.1,12.600000000000001
2,2.95,5.9
3,3.75,11.25
2,3.75,7.5
4,5.95,23.8
5,1.65,8.25
4,4.65,18.6
10,1.25,12.5
1,1.66,1.66
1,5.91,5.91
2,7.95,15.9
12,0.85,10.2
2,1.65,3.3
8,12.75,102.0
1,2.51,2.51
2,11.02,22.04
2,1.45,2.9
3,5.91,17.73
6,4.21,25.259999999999998
4,2.1,8.4
12,0.85,10.2
12,1.25,15.0
12,0.85,10.2
12,1.25,15.0
4,2.55,10.2
4,1.95,7.8
1,3.75,3.75
10,0.42,4.2
